"","party","gender","age","race","education","urbanicity","married","vote2018","state","district","wave"
"8184","Dem","Male","25 - 34","White","No Bachelors","R2","Married","Democratic candidate","WA","WA-03","2018-09"
"8185","Dem","Female","35 - 44","White","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-03","2018-09"
"8186","Rep","Male","25 - 34","White","No Bachelors","S4","Unmarried","Republican candidate","WA","WA-03","2018-09"
"8187","Rep","Female","> 54","White","No Bachelors","S4","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8188","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","WA","WA-03","2018-09"
"8189","Dem","Male","25 - 34","White","Bachelors","U5","Unmarried","Democratic candidate","WA","WA-03","2018-09"
"8190","Ind","Female","25 - 34","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8191","Dem","Female","18 - 24","White","No Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8192","Rep","Female","25 - 34","Other","Bachelors","S4","Married","Republican candidate","WA","WA-03","2018-09"
"8193","Ind","Female","45 - 54","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8194","Rep","Female","18 - 24","White","No Bachelors","U5","Unmarried","Republican candidate","WA","WA-03","2018-09"
"8195","Ind","Male","45 - 54","White","No Bachelors","R2","Married","Republican candidate","WA","WA-03","2018-09"
"8196","Dem","Female","18 - 24","White","No Bachelors","R2","Married","Other candidate/not sure","WA","WA-03","2018-09"
"8197","Rep","Female","45 - 54","White","No Bachelors","S3","Married","Other candidate/not sure","WA","WA-03","2018-09"
"8198","Ind","Female","18 - 24","White","No Bachelors","R2","Married","Other candidate/not sure","WA","WA-03","2018-09"
"8199","Dem","Female","25 - 34","White","Bachelors","S4","Unmarried","Democratic candidate","WA","WA-03","2018-09"
"8200","Ind","Female","25 - 34","White","No Bachelors","R2","Unmarried","Democratic candidate","WA","WA-03","2018-09"
"8201","Ind","Male","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8202","Dem","Female","35 - 44","Hispanic","No Bachelors","R1","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8203","Ind","Male","> 54","Black","Bachelors","R1","Married","Republican candidate","WA","WA-03","2018-09"
"8204","Dem","Male","35 - 44","White","No Bachelors","U5","Married","Democratic candidate","WA","WA-03","2018-09"
"8205","Rep","Male","18 - 24","White","Bachelors","U5","Married","Republican candidate","WA","WA-03","2018-09"
"8206","Ind","Female","35 - 44","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8207","Ind","Female","45 - 54","White","No Bachelors","R1","Married","Other candidate/not sure","WA","WA-03","2018-09"
"8208","Ind","Female","18 - 24","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8209","Ind","Male","25 - 34","Hispanic","No Bachelors","S4","Unmarried","Democratic candidate","WA","WA-03","2018-09"
"8210","Dem","Female","35 - 44","White","No Bachelors","U5","Married","Democratic candidate","WA","WA-03","2018-09"
"8211","Dem","Female","25 - 34","White","Bachelors","S3","Married","Democratic candidate","WA","WA-03","2018-09"
"8212","Dem","Male","25 - 34","White","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-03","2018-09"
"8213","Dem","Female","25 - 34","Other","No Bachelors","U5","Married","Democratic candidate","WA","WA-03","2018-09"
"8214","Rep","Male","25 - 34","White","No Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8215","Dem","Female","> 54","White","No Bachelors","U5","Married","Democratic candidate","WA","WA-03","2018-09"
"8216","Rep","Female","45 - 54","White","No Bachelors","R2","Married","Other candidate/not sure","WA","WA-03","2018-09"
"8217","Ind","Female","45 - 54","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-03","2018-09"
"8218","Dem","Female","35 - 44","White","No Bachelors","R2","Unmarried","Democratic candidate","WA","WA-03","2018-09"
"8219","Dem","Female","> 54","White","No Bachelors","S3","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8220","Ind","Female","18 - 24","White","No Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8221","Dem","Male","25 - 34","White","Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8222","Rep","Female","35 - 44","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8223","Ind","Male","35 - 44","Other","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8224","Ind","Female","35 - 44","White","Bachelors","U5","Married","Republican candidate","WA","WA-05","2018-09"
"8225","Dem","Male","18 - 24","White","No Bachelors","S4","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8226","Ind","Female","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8227","Dem","Female","18 - 24","Hispanic","No Bachelors","R2","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8228","Rep","Male","25 - 34","Other","No Bachelors","U5","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8229","Ind","Female","35 - 44","White","No Bachelors","S4","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8230","Rep","Female","25 - 34","White","No Bachelors","S3","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8231","Rep","Male","25 - 34","White","Bachelors","U5","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8232","Ind","Female","18 - 24","Hispanic","No Bachelors","S4","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8233","Ind","Female","45 - 54","White","Bachelors","U5","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8234","Ind","Female","18 - 24","White","No Bachelors","R1","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8235","Rep","Female","35 - 44","White","Bachelors","S4","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8236","Rep","Female","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8237","Ind","Female","18 - 24","Other","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8238","Ind","Male","25 - 34","White","No Bachelors","R2","Married","Democratic candidate","WA","WA-05","2018-09"
"8239","Ind","Female","35 - 44","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8240","Ind","Male","18 - 24","White","No Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8241","Rep","Female","25 - 34","White","No Bachelors","U5","Married","Republican candidate","WA","WA-05","2018-09"
"8242","Ind","Female","25 - 34","White","No Bachelors","S3","Married","Democratic candidate","WA","WA-05","2018-09"
"8243","Ind","Male","18 - 24","White","No Bachelors","S3","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8244","Rep","Male","> 54","White","Bachelors","S4","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8245","Dem","Male","18 - 24","White","Bachelors","R2","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8246","Rep","Female","35 - 44","White","Bachelors","R1","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8247","Dem","Male","25 - 34","White","No Bachelors","R2","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8248","Rep","Female","35 - 44","White","Bachelors","R2","Married","Republican candidate","WA","WA-05","2018-09"
"8249","Rep","Male","> 54","White","No Bachelors","R2","Married","Republican candidate","WA","WA-05","2018-09"
"8250","Dem","Female","45 - 54","White","No Bachelors","S4","Married","Democratic candidate","WA","WA-05","2018-09"
"8251","Ind","Female","35 - 44","White","No Bachelors","R1","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8252","Rep","Male","18 - 24","White","No Bachelors","R2","Married","Republican candidate","WA","WA-05","2018-09"
"8253","Dem","Female","25 - 34","White","Bachelors","S4","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8254","Rep","Female","45 - 54","White","No Bachelors","S4","Married","Republican candidate","WA","WA-05","2018-09"
"8255","Ind","Female","18 - 24","White","No Bachelors","S3","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8256","Dem","Female","35 - 44","White","No Bachelors","S4","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8257","Dem","Female","25 - 34","White","No Bachelors","S3","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8258","Rep","Male","25 - 34","White","No Bachelors","S3","Married","Republican candidate","WA","WA-05","2018-09"
"8259","Dem","Female","35 - 44","White","Bachelors","U5","Married","Democratic candidate","WA","WA-05","2018-09"
"8260","Ind","Female","> 54","White","No Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8261","Ind","Female","> 54","White","No Bachelors","R1","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8262","Rep","Female","> 54","White","No Bachelors","S4","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8263","Dem","Male","45 - 54","Other","No Bachelors","S4","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8264","Ind","Female","25 - 34","White","No Bachelors","R1","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8265","Rep","Male","25 - 34","White","Bachelors","S4","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8266","Dem","Male","18 - 24","White","No Bachelors","S3","Married","Democratic candidate","WA","WA-05","2018-09"
"8267","Dem","Male","18 - 24","White","No Bachelors","S3","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8268","Ind","Female","45 - 54","White","No Bachelors","S4","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8269","Dem","Female","35 - 44","White","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8270","Rep","Male","35 - 44","White","No Bachelors","U5","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8271","Ind","Female","25 - 34","White","Bachelors","U5","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8272","Rep","Female","18 - 24","White","No Bachelors","S4","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8273","Ind","Male","> 54","White","Bachelors","U5","Married","Republican candidate","WA","WA-05","2018-09"
"8274","Rep","Female","25 - 34","White","No Bachelors","R2","Married","Republican candidate","WA","WA-05","2018-09"
"8275","Rep","Male","25 - 34","White","Bachelors","R2","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8276","Ind","Female","25 - 34","Hispanic","No Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8277","Dem","Female","18 - 24","White","No Bachelors","R2","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8278","Ind","Female","35 - 44","White","No Bachelors","S4","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8279","Rep","Male","35 - 44","White","No Bachelors","U5","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8280","Dem","Female","25 - 34","Hispanic","No Bachelors","S4","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8281","Rep","Female","35 - 44","White","No Bachelors","R1","Married","Republican candidate","WA","WA-05","2018-09"
"8282","Ind","Male","18 - 24","White","Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8283","Dem","Male","25 - 34","White","No Bachelors","R1","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8284","Ind","Female","25 - 34","Hispanic","Bachelors","S4","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8285","Ind","Male","25 - 34","White","No Bachelors","S3","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8286","Dem","Female","45 - 54","White","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8287","Rep","Male","35 - 44","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8288","Rep","Female","> 54","White","Bachelors","U5","Married","Republican candidate","WA","WA-05","2018-09"
"8289","Ind","Female","45 - 54","White","No Bachelors","S4","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8290","Rep","Female","25 - 34","White","No Bachelors","R2","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8291","Dem","Female","18 - 24","White","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8292","Rep","Female","25 - 34","White","No Bachelors","U5","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8293","Dem","Male","35 - 44","White","No Bachelors","U5","Married","Democratic candidate","WA","WA-05","2018-09"
"8294","Ind","Female","45 - 54","White","No Bachelors","S4","Married","Democratic candidate","WA","WA-05","2018-09"
"8295","Dem","Female","> 54","Other","No Bachelors","R2","Married","Democratic candidate","WA","WA-05","2018-09"
"8296","Rep","Female","25 - 34","Hispanic","No Bachelors","U5","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8297","Rep","Female","18 - 24","White","No Bachelors","S4","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8298","Rep","Female","25 - 34","Black","No Bachelors","S3","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8299","Ind","Female","25 - 34","Other","Bachelors","S4","Unmarried","Republican candidate","WA","WA-05","2018-09"
"8300","Rep","Female","45 - 54","White","No Bachelors","R1","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8301","Ind","Male","35 - 44","Other","No Bachelors","S3","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8302","Ind","Female","45 - 54","White","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8303","Ind","Male","> 54","White","Bachelors","S4","Married","Republican candidate","WA","WA-05","2018-09"
"8304","Dem","Male","35 - 44","White","Bachelors","U5","Married","Democratic candidate","WA","WA-05","2018-09"
"8305","Ind","Female","35 - 44","White","No Bachelors","R2","Married","Democratic candidate","WA","WA-05","2018-09"
"8306","Ind","Female","> 54","White","Bachelors","R2","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8307","Rep","Female","18 - 24","White","No Bachelors","U5","Married","Republican candidate","WA","WA-05","2018-09"
"8308","Dem","Female","35 - 44","Other","Bachelors","U5","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8309","Ind","Female","25 - 34","White","No Bachelors","R2","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
"8310","Ind","Female","45 - 54","White","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8311","Dem","Male","25 - 34","White","No Bachelors","S4","Married","Democratic candidate","WA","WA-05","2018-09"
"8312","Ind","Female","35 - 44","White","Bachelors","R1","Married","Republican candidate","WA","WA-05","2018-09"
"8313","Dem","Male","25 - 34","Other","Bachelors","R2","Married","Democratic candidate","WA","WA-05","2018-09"
"8314","Dem","Male","45 - 54","White","Bachelors","S4","Married","Democratic candidate","WA","WA-05","2018-09"
"8315","Dem","Female","35 - 44","White","No Bachelors","U5","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8316","Ind","Female","18 - 24","White","No Bachelors","R2","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8317","Dem","Female","25 - 34","White","No Bachelors","U5","Married","Other candidate/not sure","WA","WA-05","2018-09"
"8318","Dem","Male","45 - 54","White","No Bachelors","U5","Married","Democratic candidate","WA","WA-05","2018-09"
"8319","Dem","Female","45 - 54","White","Bachelors","R2","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8320","Dem","Female","18 - 24","White","Bachelors","R2","Unmarried","Democratic candidate","WA","WA-05","2018-09"
"8321","Dem","Male","25 - 34","White","No Bachelors","S4","Unmarried","Other candidate/not sure","WA","WA-05","2018-09"
